game_id,game_date,quarter,time,play_description,home_score,away_score,team,player
yogi89xx6aw5,2025-01-27,Q1,39:11,Timeout,0,0,,
yogi89xx6aw5,2025-01-27,Q1,7:00,Jumpball (Vinyl gains possesion),0,0,Vinyl,
yogi89xx6aw5,2025-01-27,Q1,6:38,Aliyah Boston misses two point shot,0,0,Vinyl,Aliyah Boston
yogi89xx6aw5,2025-01-27,Q1,6:38,Aliyah Boston offensive rebound,0,0,Vinyl,Aliyah Boston
yogi89xx6aw5,2025-01-27,Q1,6:34,Aliyah Boston misses two point shot,0,0,Vinyl,Aliyah Boston
yogi89xx6aw5,2025-01-27,Q1,6:33,Skylar Diggins-Smith defensive rebound,0,0,Lunar Owls,
yogi89xx6aw5,2025-01-27,Q1,6:23,Skylar Diggins-Smith misses two point shot,0,0,Lunar Owls,
yogi89xx6aw5,2025-01-27,Q1,6:23,Aliyah Boston defensive rebound,0,0,Vinyl,Aliyah Boston
yogi89xx6aw5,2025-01-27,Q1,6:17,Aliyah Boston assist,0,0,Vinyl,Aliyah Boston
yogi89xx6aw5,2025-01-27,Q1,6:17,Arike Ogunbowale makes three point shot,0,3,Vinyl,Arike Ogunbowale
yogi89xx6aw5,2025-01-27,Q1,6:08,Allisha Gray misses two point shot,0,3,Lunar Owls,Allisha Gray
yogi89xx6aw5,2025-01-27,Q1,6:08,Arike Ogunbowale defensive rebound,0,3,Vinyl,Arike Ogunbowale
yogi89xx6aw5,2025-01-27,Q1,6:00,Aliyah Boston misses two point shot,0,3,Vinyl,Aliyah Boston
yogi89xx6aw5,2025-01-27,Q1,5:59,Allisha Gray defensive rebound,0,3,Lunar Owls,Allisha Gray
yogi89xx6aw5,2025-01-27,Q1,5:51,Allisha Gray makes two point shot,2,3,Lunar Owls,Allisha Gray
yogi89xx6aw5,2025-01-27,Q1,5:31,Aliyah Boston misses two point shot,2,3,Vinyl,Aliyah Boston
yogi89xx6aw5,2025-01-27,Q1,5:31,Napheesa Collier defensive rebound,2,3,Lunar Owls,Napheesa Collier
